timestamp,s_no,report_week,hospital_code,hospital_type,federal_entity,administrative_entity,power_outage_equipment_failure_specify,power_generator_available,power_outage_mortatility,power_outage_deaths_count,power_outage,power_outage_avg_failures_per_day,power_outage_days_count,power_outage_avg_duration,power_outage_equipment_failure,mortality_hospital_failure_cardiovascular_count,mortality_hospital_failure_cardiovascular_cause,mortality_hospital_failure_trauma_count,mortality_hospital_failure_trauma_cause,rrt_avail_high_flow_catheters,rrt_avail_blood_tests_hiv_hvb_hvc_vdr,rrt_avail_immediate_access_urea_reduction_bun,operability_icu,operability_icu_p,operability_er,operability_sx,operability_lab,operability_uls,operability_ct_mri,operability_xr,er_avail_adrenalin,er_avail_atropine,er_avail_dopamine,er_avail_cephalosporins_betalactams,er_avail_aminoglycosides_quinolone,er_avail_vancomycin_clindamycin,er_avail_lidocaine,er_avail_minor_opioids,er_avail_major_opioids,er_avail_iv_fluids,er_avail_diazepam_dph,er_avail_heparin,er_avail_steroids,er_avail_insulin,er_avail_asthma,er_avail_blood_pressure,er_avail_defibrillator,er_avail_ott_intubation,er_avail_catheter,er_avail_oxygen_suction,sx_avail_minor_opioids,sx_avail_major_opioids,sx_avail_anesthetic_gases,sx_avail_anesthetics_iv,sx_avail_relaxants,sx_avail_ott_intubation,sx_avail_patient_lingerie_kit,sx_avail_disposables_mask_gloves_gown,sx_avail_oxygen_suction,rrt_avail,rrt_operability,rrt_avg_daily_patients,rrt_peritoneal_count,rrt_num_hemodialysis,rrt_num_hemodialysis_acute,rrt_num_hemodialysis_chronic,rrt_num_hemodialysis_equipments,rrt_num_hemodialysis_equipments_operability,rrt_hemodialysis_avail_filter,rrt_hemodialysis_avail_lines,rrt_hemodialysis_avail_kit_hemodialysis,rrt_hemodialysis_avail_iron,rrt_hemodialysis_avail_b_complex,rrt_hemodialysis_avail_calcium,rrt_hemodialysis_avail_zemblar,rrt_reverse_osmosis_unit_operability,rrt_staff_nephrology,rrt_staff_md,rrt_staff_resident,rrt_staff_nurse,rrt_staff_nurse_nephrologist,arch_beds_count,op_beds_count,op_beds_er_count,nutr_avail,nutr_operability,nutr_num,nutr_daily_freq_meal,nutr_quality,nutr_freq_milk_formulas,pneumonia_antibiotic_therapy_latency,mi_thrombolytic_treatment_latency,er_staff_residents_and_rural_day_on_call,er_staff_specialist_day_on_call,er_staff_mic_day_on_call,er_staff_nurse_day_on_call,er_staff_non_professional_nurse_day_on_call,er_staff_residents_and_rural_night_on_call,er_staff_specialist_night_on_call,er_staff_mic_night_on_call,op_pavilions_count,er_staff_nurse_night_on_call,er_staff_non_professional_nurse_night_on_call,wash_failure_icu,wash_failure_er,wash_failure_sx
2019-07-19,451,29 2019,BAR000,type IV,Barinas,"MPPS, Military Health, Govt. State, Barrio Adentro",,It works every day,Yes,0.0,Yes,2,Days 3 to 5,1899-12-30T02: 00: 00.000Z,Do not,0.0,,0.0,,There were no,There were no,There were no,Every day,Days 3 to 5,Every day,Every day,nonoperating,Less than 3 days,nonoperating,nonoperating,There were no,Days 3 to 5,There were no,There were no,Between 1 and 2 days,Between 1 and 2 days,There were no,There were no,There were no,Days 3 to 5,There were no,There were no,There were no,There were no,Between 1 and 2 days,There were no,Days 3 to 5,Days 3 to 5,Days 3 to 5,Every day,There were no,There were no,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Every day,SÃ,SÃ,45.0,0.0,45.0,5.0,40.0,16.0,14.0,Every day,Every day,Every day,There were no,There were no,There were no,There were no,Every day,Every day,Every day,Days 3 to 5,Every day,Days 3 to 5,230,175,42,SÃ,SÃ,Every day,"3 meals to the day (breakfast, lunch and dinner) is served",recommendations of the specialist remain as to the menu served,Was-dairy formulas 3 to 5 days,1899-12-30T05: 00: 00.000Z,1899-12-30T05: 00: 00.000Z,3,2,2,2,1,3,2,2,2,2,3,"3 to 5 days, no alternative support","3 to 5 days, no alternative support","3 to 5 days, no alternative support"
2019-07-19,391,29 2019,DEL000,type III,Delta Amacuro,MPPS,None,It works every day,No,0.0,No,0,Within 3 days,1899-12-30T00: 00: 00.000Z,Do not,0.0,,0.0,,,,,Has never been,Has never been,Every day,Every day,Days 3 to 5,nonoperating,nonoperating,nonoperating,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,There were no,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Days 3 to 5,Between 1 and 2 days,Days 3 to 5,Between 1 and 2 days,Every day,There were no,Days 3 to 5,There were no,Every day,Days 3 to 5,Every day,Days 3 to 5,Between 1 and 2 days,Every day,Every day,Days 3 to 5,Every day,Every day,Every day,Every day,SÃ,Do not,,,,,,,,,,,,,,,,,,,,,300,186,55,SÃ,SÃ,,They served less than 3 meals to the day,No recommendations from the specialist remain as to the menu served,There was less than 3-dairy formulas days,1899-12-30T00: 30: 00.000Z,1899-12-30T00: 30: 00.000Z,0,7,5,100,22,0,7,5,1,100,38,There was no water any public day,"3 to 5 days, with alternate support","3 to 5 days, with alternate support"
2019-07-19,389,"28, 2019",DEL000,type III,Delta Amacuro,MPPS,None,It works every day,No,0.0,No,0,Within 3 days,1899-12-30T00: 00: 00.000Z,Do not,0.0,,0.0,,,,,Has never been,Has never been,Every day,Every day,Days 3 to 5,nonoperating,nonoperating,nonoperating,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,There were no,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Every day,Between 1 and 2 days,Days 3 to 5,There were no,Every day,Days 3 to 5,Every day,Days 3 to 5,Between 1 and 2 days,Every day,Every day,Every day,Every day,Every day,Every day,Every day,SÃ,Do not,,,,,,,,,,,,,,,,,,,,,300,182,52,SÃ,SÃ,Days 3 to 5,They served less than 3 meals to the day,No recommendations from the specialist remain as to the menu served,Was-dairy formulas 3 to 5 days,1899-12-30T00: 30: 00.000Z,1899-12-30T00: 30: 00.000Z,0,6,5,100,21,0,5,5,1,100,36,There was no water any public day,"3 to 5 days, with alternate support","3 to 5 days, with alternate support"
2019-07-19,934,"28, 2019",LAR000,type IV,Lara,MPPS,,It works every day,No,,No,0,Within 3 days,1899-12-30T00: 00: 00.000Z,Do not,2.0,Medicines,0.0,,Every day,There were no,There were no,Every day,nonoperating,Every day,Every day,nonoperating,Days 3 to 5,nonoperating,Every day,Every day,Every day,Every day,There were no,There were no,Days 3 to 5,There were no,There were no,Days 3 to 5,There were no,Every day,Every day,There were no,Every day,Every day,There were no,Every day,Every day,There were no,Every day,There were no,Days 3 to 5,Every day,Every day,Every day,Every day,There were no,Every day,Every day,SÃ,SÃ,35.0,0.0,35.0,7.0,28.0,15.0,11.0,Every day,Every day,Every day,There were no,There were no,There were no,There were no,Every day,Days 3 to 5,There were no,There were no,Days 3 to 5,Days 3 to 5,545,490,66,SÃ,SÃ,Every day,"3 meals to the day (breakfast, lunch and dinner) is served",No recommendations from the specialist remain as to the menu served,There was not any public day-dairy formulas,1899-12-30T15: 00: 00.000Z,1899-12-30T13: 00: 00.000Z,4,2,3,6,4,2,1,2,6,6,0,"3 to 5 days, no alternative support","3 to 5 days, no alternative support","3 to 5 days, no alternative support"
2019-07-20,523,29 2019,DCA005,type IV,Dtto Capital,IVSS,,It works every day,No,,No,0,Within 3 days,1899-12-30T00: 00: 00.000Z,Do not,1.0,Equipment Mechanical ventilation equipment,,,Every day,Every day,Every day,Every day,Every day,Every day,Every day,nonoperating,Every day,Every day,Less than 3 days,Every day,Every day,Every day,Days 3 to 5,Days 3 to 5,Days 3 to 5,Every day,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Every day,Every day,Every day,Every day,Days 3 to 5,Days 3 to 5,Every day,Every day,Days 3 to 5,Every day,Days 3 to 5,Days 3 to 5,Every day,SÃ,SÃ,30.0,0.0,30.0,20.0,20.0,15.0,15.0,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Days 3 to 5,Every day,Every day,Every day,Every day,Every day,365,265,30,SÃ,SÃ,Every day,"3 meals to the day (breakfast, lunch and dinner) is served",No recommendations from the specialist remain as to the menu served,There has never been-dairy formulas,1899-12-30T00: 45: 00.000Z,1899-12-30T00: 45: 00.000Z,30,12,0,25,2,18,4,0,3,16,0,"3 to 5 days, with alternate support","3 to 5 days, with alternate support","3 to 5 days, with alternate support"
2019-07-20,228,29 2019,DCA001,type IV,Dtto Capital,MPPS,Echo,It works every day,Yes,0.0,Yes,2,Days 3 to 5,1899-12-30T03: 00: 00.000Z,SÃ,0.0,Medicines,2.0,Medicines,,,,Days 3 to 5,nonoperating,Every day,Every day,nonoperating,Every day,nonoperating,nonoperating,Days 3 to 5,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,Every day,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Every day,There were no,Between 1 and 2 days,There were no,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,Between 1 and 2 days,Days 3 to 5,Every day,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,There were no,There were no,Every day,Do not,,,,,,,,,,,,,,,,,,,,,,504,360,16,SÃ,SÃ,Days 3 to 5,They served less than 3 meals to the day,No recommendations from the specialist remain as to the menu served,There was not any public day-dairy formulas,1900-01-01T00: 00: 00.000Z,1899-12-30T12: 00: 00.000Z,10,3,0,4,4,10,3,0,5,3,0,"<3 days, no alternative support (tanks)","<3 days, no alternative support (tanks)","<3 days, no alternative support (tanks)"
2019-07-21,662,29 2019,SUC000,type IV,Sucre,"MPPS, Gob. State",None,It works every day,Yes,0.0,Yes,1,Within 3 days,1899-12-30T04: 00: 00.000Z,Do not,0.0,,0.0,,Every day,Days 3 to 5,Every day,Every day,nonoperating,Every day,Every day,nonoperating,nonoperating,Days 3 to 5,nonoperating,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Every day,Every day,There were no,There were no,Days 3 to 5,Days 3 to 5,Every day,There were no,Every day,Days 3 to 5,Every day,Every day,Every day,Days 3 to 5,Every day,There were no,There were no,Every day,Every day,Every day,Every day,There were no,Every day,Every day,SÃ,SÃ,30.0,5.0,25.0,10.0,20.0,13.0,7.0,Days 3 to 5,Days 3 to 5,Every day,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Every day,There were no,Every day,Days 3 to 5,Days 3 to 5,350,250,35,SÃ,SÃ,Every day,They served less than 3 meals to the day,No recommendations from the specialist remain as to the menu served,There has never been-dairy formulas,1899-12-30T03: 00: 00.000Z,1899-12-30T01: 00: 00.000Z,22,8,8,16,4,22,8,6,7,15,5,There was water every day,There was water every day,There was water every day
2019-07-21,940,"28, 2019",MIR000,type IV,Miranda,IVSS,,It works every day,No,,No,0,Within 3 days,1899-12-30T00: 00: 00.000Z,Do not,0.0,,0.0,,Every day,Every day,Every day,Every day,Every day,Every day,Every day,nonoperating,nonoperating,nonoperating,Less than 3 days,Every day,Every day,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Every day,Every day,There were no,Every day,There were no,There were no,Every day,Every day,Every day,There were no,Every day,Every day,Every day,Every day,Every day,There were no,Every day,Every day,Every day,Every day,Days 3 to 5,Days 3 to 5,Every day,SÃ,SÃ,7.0,3.0,,,,5.0,3.0,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,600,490,50,SÃ,SÃ,Every day,"3 meals to the day (breakfast, lunch and dinner) is served",No recommendations from the specialist remain as to the menu served,There was every day-dairy formulas,1899-12-30T02: 00: 00.000Z,1899-12-30T01: 00: 00.000Z,30,12,0,5,8,30,8,0,3,3,6,"3 to 5 days, no alternative support","3 to 5 days, no alternative support","3 to 5 days, no alternative support"
2019-07-21,548,29 2019,GUA000,type III,Guarico,MPPS,None,It works every day,Yes,0.0,Yes,2,Within 3 days,1899-12-30T01: 00: 00.000Z,Do not,0.0,,0.0,,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Days 3 to 5,Days 3 to 5,nonoperating,Every day,Every day,Every day,Every day,Every day,There were no,Days 3 to 5,Every day,Every day,There were no,There were no,Every day,Every day,Every day,Every day,Every day,There were no,Every day,Every day,There were no,Every day,Every day,There were no,Every day,Every day,Every day,Every day,Every day,Every day,Every day,SÃ,SÃ,8.0,1.0,18.0,0.0,18.0,6.0,4.0,Every day,Every day,Every day,Every day,Every day,There were no,There were no,Every day,Every day,Every day,There were no,Every day,Every day,160,182,20,SÃ,SÃ,Every day,"3 meals to the day (breakfast, lunch and dinner) is served",No recommendations from the specialist remain as to the menu served,There was not any public day-dairy formulas,1899-12-30T00: 30: 00.000Z,1899-12-30T00: 30: 00.000Z,22,12,1,12,0,14,5,1,4,8,0,There was water every day,There was water every day,There was water every day
2019-07-21,941,29 2019,MIR000,type IV,Miranda,IVSS,,It works every day,No,0.0,No,0,Within 3 days,1899-12-30T00: 00: 00.000Z,Do not,0.0,,0.0,,Days 3 to 5,There were no,Days 3 to 5,Every day,Every day,Every day,Every day,nonoperating,nonoperating,nonoperating,Less than 3 days,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,There were no,There were no,There were no,There were no,There were no,There were no,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,SÃ,SÃ,8.0,4.0,,,,,,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Every day,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,600,490,50,SÃ,SÃ,Days 3 to 5,"3 meals to the day (breakfast, lunch and dinner) is served",recommendations of the specialist remain as to the menu served,There was every day-dairy formulas,1899-12-30T02: 00: 00.000Z,1899-12-30T01: 00: 00.000Z,30,12,0,5,8,30,8,0,3,4,6,"3 to 5 days, no alternative support","3 to 5 days, no alternative support","3 to 5 days, no alternative support"
2019-07-21,945,"28, 2019",MON000,type IV,Monagas,MPPS,,It works every day,No,0.0,No,0,Within 3 days,1899-12-30T01: 00: 00.000Z,Do not,3.0,"Equipment, drugs",2.0,"Equipment, drugs",There were no,There were no,There were no,Every day,Every day,Every day,Every day,nonoperating,Less than 3 days,nonoperating,Days 3 to 5,There were no,There were no,There were no,Days 3 to 5,Between 1 and 2 days,There were no,There were no,There were no,There were no,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,There were no,Between 1 and 2 days,There were no,There were no,Every day,Between 1 and 2 days,There were no,Every day,There were no,There were no,There were no,There were no,Between 1 and 2 days,Days 3 to 5,There were no,There were no,Every day,SÃ,SÃ,22.0,8.0,12.0,2.0,20.0,10.0,4.0,Days 3 to 5,Days 3 to 5,There were no,There were no,There were no,There were no,There were no,Every day,Days 3 to 5,Days 3 to 5,Every day,Days 3 to 5,Days 3 to 5,180,160,50,SÃ,Do not,,,,,1899-12-30T12: 00: 00.000Z,1899-12-30T06: 00: 00.000Z,14,6,3,6,5,8,0,0,4,4,3,There was water every day,There was water every day,"3 to 5 days, with alternate support"
2019-07-21,935,"28, 2019",LAR000,type IV,Lara,MPPS,,It works every day,No,,No,0,Within 3 days,1899-12-30T00: 00: 00.000Z,Do not,0.0,,0.0,,Every day,There were no,There were no,Every day,nonoperating,Every day,Every day,nonoperating,Days 3 to 5,nonoperating,Days 3 to 5,Every day,Every day,Every day,There were no,There were no,Days 3 to 5,There were no,There were no,Days 3 to 5,There were no,Every day,Days 3 to 5,There were no,Every day,Every day,There were no,Every day,Every day,Days 3 to 5,Every day,There were no,Days 3 to 5,Every day,Every day,Every day,Every day,There were no,Every day,Every day,SÃ,SÃ,35.0,0.0,35.0,0.0,35.0,15.0,11.0,Every day,Every day,Every day,There were no,There were no,There were no,There were no,Every day,Days 3 to 5,There were no,There were no,Days 3 to 5,Days 3 to 5,545,490,66,SÃ,SÃ,Every day,"3 meals to the day (breakfast, lunch and dinner) is served",No recommendations from the specialist remain as to the menu served,There was not any public day-dairy formulas,1899-12-30T13: 00: 00.000Z,1899-12-30T08: 00: 00.000Z,4,2,3,6,0,3,1,2,6,5,0,There was water every day,There was water every day,There was water every day
2019-07-22,986,29 2019,POR000,type III,Portuguesa,"MPPS, Gob. State","Monitors, pulsioximetro",It works every day,Yes,,Yes,5,Every day,1899-12-30T00: 05: 00.000Z,SÃ,2.0,"Equipment, drugs, human resources, structural Rest (water, O2, suction)",1.0,"Equipment, drugs, human resources, structural Rest (water, O2, suction)",Every day,Between 1 and 2 days,There were no,Every day,Has never been,Every day,Every day,nonoperating,Days 3 to 5,Has never been,nonoperating,Every day,Every day,Every day,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,Every day,Every day,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,Every day,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Every day,Every day,Every day,Every day,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,SÃ,SÃ,9.0,0.0,9.0,6.0,3.0,6.0,6.0,Every day,Every day,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,Every day,Days 3 to 5,Every day,Every day,Every day,There were no,240,230,30,SÃ,SÃ,Every day,They served less than 3 meals to the day,No recommendations from the specialist remain as to the menu served,There was every day-dairy formulas,1899-12-30T05: 00: 00.000Z,1899-12-30T00: 45: 00.000Z,2,1,5,3,2,2,1,4,33,2,2,"<3 days, no alternative support (tanks)","<3 days, no alternative support (tanks)","<3 days, no alternative support (tanks)"
2019-07-22,989,"28, 2019",POR000,type III,Portuguesa,"MPPS, Gob. State",,It works every day,Yes,,Yes,2,Every day,1899-12-30T00: 05: 00.000Z,Do not,2.0,"Equipment, drugs, human resources, structural Rest (water, O2, suction)",1.0,"Equipment, drugs, human resources, structural Rest (water, O2, suction)",Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Every day,Has never been,Every day,Every day,nonoperating,Days 3 to 5,Has never been,nonoperating,Every day,Every day,Every day,Between 1 and 2 days,Every day,Every day,Days 3 to 5,Days 3 to 5,Every day,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Every day,Every day,There were no,Has never been,Days 3 to 5,Every day,Every day,Days 3 to 5,Every day,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,SÃ,SÃ,10.0,0.0,10.0,6.0,4.0,6.0,6.0,Days 3 to 5,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Every day,Days 3 to 5,Every day,Every day,Every day,There were no,250,220,30,SÃ,SÃ,Every day,They served less than 3 meals to the day,No recommendations from the specialist remain as to the menu served,Was-dairy formulas 3 to 5 days,1899-12-30T04: 00: 00.000Z,1899-12-30T00: 20: 00.000Z,2,1,4,2,1,2,1,4,33,2,1,"<3 days, no alternative support (tanks)","<3 days, no alternative support (tanks)","<3 days, no alternative support (tanks)"
2019-07-22,759,29 2019,VAR000,type II,Vargas,IVSS,1,It works every day,Yes,0.0,Yes,1,Days 3 to 5,1899-12-30T01: 00: 00.000Z,Do not,0.0,,0.0,,Every day,There were no,Every day,nonoperating,Has never been,Every day,Every day,nonoperating,nonoperating,Has never been,Every day,Every day,Every day,Every day,Every day,Every day,There were no,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,There were no,Every day,SÃ,SÃ,18.0,0.0,0.0,0.0,18.0,26.0,18.0,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Has never been,There were no,Every day,Every day,140,120,16,SÃ,SÃ,Every day,"3 meals to the day (breakfast, lunch and dinner) is served",recommendations of the specialist remain as to the menu served,There was every day-dairy formulas,1899-12-30T00: 30: 00.000Z,1899-12-30T00: 20: 00.000Z,4,2,0,14,0,4,2,0,2,6,0,"3 to 5 days, with alternate support","3 to 5 days, with alternate support","3 to 5 days, with alternate support"
2019-07-22,327,29 2019,DCA006,type IV,Dtto Capital,MPPS,0,There does not work,No,0.0,No,0,Within 3 days,1899-12-30T00: 00: 00.000Z,Do not,0.0,Human resource,0.0,Human resource,,,,nonoperating,nonoperating,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Do not,,,,,,,,,,,,,,,,,,,,,,470,275,17,SÃ,Do not,,,,,1899-12-30T01: 00: 00.000Z,1899-12-30T00: 30: 00.000Z,8,4,0,6,0,8,2,0,2,4,0,"3 to 5 days, no alternative support","3 to 5 days, no alternative support","3 to 5 days, no alternative support"
2019-07-22,894,29 2019,FAL000,type IV,Falcon,Gob. State,0,It works every day,No,0.0,No,0,Within 3 days,1899-12-30T00: 00: 00.000Z,Do not,2.0,Medicines,1.0,Medicines,There were no,There were no,There were no,Every day,Every day,Every day,Every day,nonoperating,nonoperating,nonoperating,nonoperating,Every day,Every day,Every day,Days 3 to 5,Days 3 to 5,Days 3 to 5,Every day,Every day,Every day,There were no,Every day,Every day,There were no,There were no,There were no,There were no,Every day,Every day,There were no,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,Every day,SÃ,SÃ,38.0,12.0,26.0,16.0,23.0,6.0,6.0,Every day,Every day,Every day,Days 3 to 5,There were no,Days 3 to 5,Days 3 to 5,Every day,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,300,217,30,SÃ,SÃ,Every day,They served less than 3 meals to the day,No recommendations from the specialist remain as to the menu served,There was not any public day-dairy formulas,1899-12-30T03: 01: 00.000Z,1899-12-30T02: 46: 00.000Z,20,5,0,18,10,10,3,0,1,12,6,There was water every day,There was water every day,There was water every day
