s_no,timestamp,report_week,hospital_code,hospital_type,federal_entity,administrative_entity,power_outage_equipment_failure_specify,power_generator_available,power_outage_mortatility,power_outage_deaths_count,power_outage,power_outage_avg_failures_per_day,power_outage_days_count,power_outage_avg_duration,power_outage_equipment_failure,mortality_hospital_failure_cardiovascular_count,mortality_hospital_failure_cardiovascular_cause,mortality_hospital_failure_trauma_count,mortality_hospital_failure_trauma_cause,strike_medical_staff_affected,strike_nurses_affected,strike_other_staff_affected,strike_patients_affected,strike_other_affected,staff_violence_affected_reasons,epidemiological_emergency_suspected_diseases,rrt_avail_high_flow_catheters,rrt_avail_blood_tests_hiv_hvb_hvc_vdr,rrt_avail_immediate_access_urea_reduction_bun,nCoV_face_mask_avail,nCoV_respiratory_isolation_protocol_avail,nCoV_isolation_area_avail,operability_icu,operability_icu_p,operability_er,operability_sx,operability_lab,operability_uls,operability_ct_mri,operability_xr,er_avail_adrenalin,er_avail_atropine,er_avail_dopamine,er_avail_cephalosporins_betalactams,er_avail_aminoglycosides_quinolone,er_avail_vancomycin_clindamycin,er_avail_lidocaine,er_avail_minor_opioids,er_avail_major_opioids,er_avail_iv_fluids,er_avail_diazepam_dph,er_avail_heparin,er_avail_steroids,er_avail_insulin,er_avail_asthma,er_avail_blood_pressure,er_avail_defibrillator,er_avail_ott_intubation,er_avail_catheter,er_avail_oxygen_suction,sx_avail_minor_opioids,sx_avail_major_opioids,sx_avail_anesthetic_gases,sx_avail_anesthetics_iv,sx_avail_relaxants,sx_avail_ott_intubation,sx_avail_patient_lingerie_kit,sx_avail_disposables_mask_gloves_gown,sx_avail_oxygen_suction,rrt_avail,rrt_operability,rrt_date_stopped_operability,rrt_reason_stopped_operability,rrt_avg_daily_patients,rrt_peritoneal_count,rrt_peritoneal_reason_not_performed,rrt_num_hemodialysis,rrt_num_hemodialysis_acute,rrt_num_hemodialysis_chronic,rrt_num_hemodialysis_equipments,rrt_num_hemodialysis_equipments_operability,rrt_hemodialysis_avail_filter,rrt_hemodialysis_avail_lines,rrt_hemodialysis_avail_kit_hemodialysis,rrt_hemodialysis_avail_iron,rrt_hemodialysis_avail_b_complex,rrt_hemodialysis_avail_calcium,rrt_hemodialysis_avail_zemblar,rrt_reverse_osmosis_unit_operability,rrt_staff_nephrology,rrt_staff_md,rrt_staff_resident,rrt_staff_nurse,rrt_staff_nurse_nephrologist,arch_beds_count,op_beds_count,op_beds_er_count,nutr_avail,nutr_operability,nutr_date_stopped_operability,nutr_reason_stopped_operability,nutr_num,nutr_daily_freq_meal,nutr_quality,nutr_freq_milk_formulas,pneumonia_antibiotic_therapy_latency,mi_thrombolytic_treatment_latency,er_staff_residents_and_rural_day_on_call,er_staff_specialist_day_on_call,er_staff_mic_day_on_call,er_staff_nurse_day_on_call,er_staff_non_professional_nurse_day_on_call,er_staff_residents_and_rural_night_on_call,er_staff_specialist_night_on_call,er_staff_mic_night_on_call,op_pavilions_count,er_staff_nurse_night_on_call,er_staff_non_professional_nurse_night_on_call,wash_failure_icu,wash_failure_er,wash_failure_sx
833,2019-06-22T20: 24: 48.620Z,25 2019,BAR000,type IV,Barinas,"MPPS, Military Health, Govt. State, Barrio Adentro",none,It works every day,Do not,0,Yes,2,Within 3 days,1899-12-30T02: 00: 00.000Z,Do not,1,Medicines,2,"Equipment, drugs",,,,,,,Severe hemorrhagic fever (UTI),Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,,,,Every day,Every day,Every day,Every day,nonoperating,Less than 3 days,nonoperating,nonoperating,There were no,There were no,There were no,There were no,Between 1 and 2 days,Between 1 and 2 days,There were no,There were no,There were no,Between 1 and 2 days,There were no,There were no,There were no,There were no,Between 1 and 2 days,There were no,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Every day,There were no,There were no,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Every day,S√,S√,,,46,0,Lack of surgical equipment,46,5,41,16,15,Between 1 and 2 days,,Between 1 and 2 days,There were no,There were no,There were no,There were no,Days 3 to 5,Days 3 to 5,Every day,Every day,Every day,Days 3 to 5,230,145,43,S√,S√,,,Every day,"3 meals to the day (breakfast, lunch and dinner) is served",recommendations of the specialist remain as to the menu served,There was less than 3-dairy formulas days,1899-12-30T05: 00: 00.000Z,1899-12-30T08: 00: 00.000Z,2,1,2,1,2,3,2,2,2,2,2,"<3 days, no alternative support (tanks)","<3 days, no alternative support (tanks)","<3 days, no alternative support (tanks)"
834,2020-02-02T13: 38: 28.729Z,5 of 2020,BAR000,type IV,Barinas,"MPPS, Military Health, Govt. State, Barrio Adentro",,It works every day,Do not,NA,Yes,2,Every day,1899-12-30T04: 00: 00.000Z,Do not,NA,,NA,,,Protests with temporary suspension of activities,,,,,,There were no,There were no,There were no,Option 1,Do not,Do not,Every day,Every day,Every day,Every day,nonoperating,Less than 3 days,nonoperating,nonoperating,Between 1 and 2 days,Between 1 and 2 days,There were no,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,There were no,There were no,There were no,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,There were no,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Days 3 to 5,Every day,There were no,There were no,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Every day,S√,S√,,,45,0,Lack of surgical material lack of input method © physicians,45,3,42,16,15,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,There were no,Every day,Days 3 to 5,Every day,Every day,Every day,Days 3 to 5,230,205,48,S√,S√,,,Every day,"3 meals to the day (breakfast, lunch and dinner) is served",recommendations of the specialist remain as to the menu served,There was less than 3-dairy formulas days,1899-12-30T05: 00: 00.000Z,1899-12-30T05: 00: 00.000Z,2,1,3,1,2,3,2,4,2,1,1,"3 to 5 days, no alternative support","3 to 5 days, no alternative support","3 to 5 days, no alternative support"
835,2020-02-09T02: 40: 42.068Z,6 2020,BAR000,type IV,Barinas,"MPPS, Military Health, Govt. State, Barrio Adentro",,It works every day,Do not,NA,Yes,2,Every day,1899-12-30T04: 00: 00.000Z,Do not,2,"Equipment, drugs",NA,,,Protests with temporary suspension of activities,,,,"Theft, robbery or shooting inside the hospital.",Gillan Barre Syndrome ©,There were no,There were no,There were no,,Do not,Do not,Every day,Every day,Every day,Every day,nonoperating,nonoperating,nonoperating,nonoperating,Between 1 and 2 days,Between 1 and 2 days,There were no,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,There were no,There were no,Between 1 and 2 days,Between 1 and 2 days,There were no,There were no,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Days 3 to 5,Every day,There were no,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Every day,S√,S√,,,45,0,Lack of surgical material lack of input method © physicians,45,0,45,16,15,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,There were no,Every day,Days 3 to 5,Every day,Every day,Every day,Days 3 to 5,230,200,50,S√,S√,,,Every day,"3 meals to the day (breakfast, lunch and dinner) is served",recommendations of the specialist remain as to the menu served,There was less than 3-dairy formulas days,1899-12-30T05: 00: 00.000Z,1899-12-30T05: 00: 00.000Z,3,2,4,1,2,4,2,4,2,2,1,"3 to 5 days, no alternative support","3 to 5 days, no alternative support","3 to 5 days, no alternative support"
836,2019-12-15T11: 18: 52.148Z,50 2019,BAR000,type IV,Barinas,"MPPS, Military Health, Govt. State, Barrio Adentro",,It works every day,Do not,NA,Yes,2,Days 3 to 5,1899-12-30T04: 00: 00.000Z,Do not,NA,,NA,,,Protests with temporary suspension of activities,,,,"Theft, robbery or shooting inside the hospital.",Influenza (UTI),There were no,There were no,There were no,,,,Every day,Every day,Every day,Every day,nonoperating,Less than 3 days,nonoperating,nonoperating,Between 1 and 2 days,There were no,There were no,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,There were no,There were no,There were no,Between 1 and 2 days,Between 1 and 2 days,There were no,There were no,Between 1 and 2 days,There were no,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,There were no,There were no,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,S√,S√,,,48,0,Lack of surgical material lack of input method © physicians,48,0,48,16,16,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,There were no,Days 3 to 5,Days 3 to 5,Every day,Every day,Every day,Days 3 to 5,230,180,55,S√,S√,,,Every day,"3 meals to the day (breakfast, lunch and dinner) is served",recommendations of the specialist remain as to the menu served,There was less than 3-dairy formulas days,1899-12-30T05: 00: 00.000Z,1899-12-30T05: 00: 00.000Z,3,1,4,1,1,3,2,4,2,1,0,"3 to 5 days, no alternative support","3 to 5 days, no alternative support","3 to 5 days, no alternative support"
837,2020-01-14T23: 40: 33.430Z,2 2020,BAR000,type IV,Barinas,"MPPS, Military Health, Govt. State, Barrio Adentro",,It works every day,Do not,0,Yes,1,Every day,1899-12-30T01: 00: 00.000Z,Do not,NA,,2,Medicines,,Protests with temporary suspension of activities,,,,"Theft, robbery or shooting inside the hospital.",Severe hemorrhagic fever (UTI),There were no,There were no,There were no,,,,Every day,Every day,Every day,Every day,nonoperating,nonoperating,nonoperating,nonoperating,There were no,There were no,There were no,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,There were no,There were no,There were no,Between 1 and 2 days,There were no,There were no,There were no,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Every day,There were no,There were no,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Every day,S√,S√,,,45,0,Lack of surgical material lack of input method © physicians,45,8,37,16,15,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,There were no,Every day,Days 3 to 5,Every day,Every day,Every day,Days 3 to 5,230,200,50,S√,S√,,,Every day,"3 meals to the day (breakfast, lunch and dinner) is served",recommendations of the specialist remain as to the menu served,There was less than 3-dairy formulas days,1899-12-30T05: 00: 00.000Z,1899-12-30T05: 00: 00.000Z,2,1,3,1,2,3,2,3,2,2,1,"<3 days, no alternative support (tanks)","<3 days, no alternative support (tanks)","<3 days, no alternative support (tanks)"
838,2019-09-09T13: 11: 55.363Z,36 2019,BAR000,type IV,Barinas,"MPPS, Military Health, Govt. State, Barrio Adentro",,It works every day,Do not,NA,Yes,1,Within 3 days,1899-12-30T02: 00: 00.000Z,Do not,NA,,NA,,,,,Protests without suspension of activities,,,Gillan Barre Syndrome ©,Days 3 to 5,Has never been,Has never been,,,,Every day,Days 3 to 5,Every day,Every day,nonoperating,Less than 3 days,nonoperating,nonoperating,Days 3 to 5,Days 3 to 5,There were no,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,There were no,There were no,There were no,Days 3 to 5,There were no,There were no,There were no,Between 1 and 2 days,Between 1 and 2 days,There were no,Days 3 to 5,Days 3 to 5,Days 3 to 5,Every day,There were no,There were no,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Every day,S√,S√,,,48,0,Lack of surgical material lack of input method © physicians,48,8,40,16,16,Every day,Every day,Every day,Days 3 to 5,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Every day,Days 3 to 5,Every day,Every day,Every day,Days 3 to 5,230,185,45,S√,S√,,,Every day,"3 meals to the day (breakfast, lunch and dinner) is served",recommendations of the specialist remain as to the menu served,Was-dairy formulas 3 to 5 days,1899-12-30T05: 00: 00.000Z,1899-12-30T05: 00: 00.000Z,2,1,3,1,2,2,2,3,2,2,2,"3 to 5 days, no alternative support","3 to 5 days, no alternative support","3 to 5 days, no alternative support"
839,2019-10-05T17: 06: 08.392Z,40 of 2019,BAR000,type IV,Barinas,"MPPS, Military Health, Govt. State, Barrio Adentro",monitors and ventilators,It works every day,Do not,NA,Yes,3,Every day,1899-12-30T04: 00: 00.000Z,S√,2,Medicines,1,,,,,,,,,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,,,,Every day,Days 3 to 5,Every day,Every day,nonoperating,Less than 3 days,nonoperating,nonoperating,Between 1 and 2 days,Between 1 and 2 days,There were no,Days 3 to 5,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,There were no,There were no,Days 3 to 5,There were no,There were no,There were no,There were no,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,There were no,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,S√,S√,,,48,0,Lack of surgical material lack of input method © physicians,48,0,48,16,16,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Every day,Days 3 to 5,Every day,Days 3 to 5,230,185,48,S√,S√,,,Every day,"3 meals to the day (breakfast, lunch and dinner) is served",recommendations of the specialist remain as to the menu served,Was-dairy formulas 3 to 5 days,1899-12-30T05: 00: 00.000Z,1899-12-30T05: 00: 00.000Z,3,1,3,1,2,4,2,3,2,2,2,"3 to 5 days, no alternative support","3 to 5 days, no alternative support","3 to 5 days, no alternative support"
840,2019-11-02T18: 05: 19.658Z,44 2019,BAR000,type IV,Barinas,"MPPS, Military Health, Govt. State, Barrio Adentro",,It works every day,Do not,NA,Yes,2,Days 3 to 5,1899-12-30T02: 00: 00.000Z,Do not,NA,,NA,,,,,,,,,Days 3 to 5,Has never been,Has never been,,,,Every day,Every day,Every day,Every day,nonoperating,Less than 3 days,nonoperating,nonoperating,Days 3 to 5,Days 3 to 5,There were no,Days 3 to 5,Days 3 to 5,Days 3 to 5,There were no,There were no,Between 1 and 2 days,Days 3 to 5,Between 1 and 2 days,There were no,There were no,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Days 3 to 5,Every day,There were no,There were no,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Every day,S√,S√,,,48,0,Lack of surgical material lack of input method © physicians,48,5,43,16,16,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Has never been,Every day,Days 3 to 5,Every day,Every day,Days 3 to 5,Every day,230,190,48,S√,S√,,,Every day,"3 meals to the day (breakfast, lunch and dinner) is served",recommendations of the specialist remain as to the menu served,Was-dairy formulas 3 to 5 days,1899-12-30T05: 00: 00.000Z,1899-12-30T05: 00: 00.000Z,3,1,3,2,2,4,2,3,2,2,2,"3 to 5 days, no alternative support","3 to 5 days, no alternative support","3 to 5 days, no alternative support"
109,2019-06-17T00: 52: 18.675Z,"23, 2019",BOL000,type III,Bol√var,IVSS,,It works every day,Do not,0,Do not,0,Within 3 days,1899-12-30T00: 00: 00.000Z,Do not,6,"Equipment, drugs, human resources, structural Rest (water, O2, suction)",6,"Equipment, drugs, human resources, structural Rest (water, O2, suction)",,,,,,"Violence against hospital staff by relatives, theft, robbery or shooting inside the hospital.",,,,,,,,nonoperating,Every day,Every day,Every day,nonoperating,Has never been,Has never been,nonoperating,Between 1 and 2 days,Days 3 to 5,Between 1 and 2 days,Days 3 to 5,Every day,Days 3 to 5,Every day,Between 1 and 2 days,Between 1 and 2 days,Every day,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Every day,Every day,Every day,Every day,Between 1 and 2 days,There were no,Every day,Days 3 to 5,Every day,Every day,Days 3 to 5,Days 3 to 5,Every day,Do not,,,,NA,NA,,NA,NA,NA,NA,NA,,,,,,,,,,,,,,300,120,60,S√,Do not,6 months to 1 ± A√ or,Lack of inputs,,,,,1899-12-30T02: 30: 00.000Z,1899-12-30T02: 00: 00.000Z,12,11,1,15,4,8,8,0,3,6,4,There was no water any public day,"<3 days, with alternate support",There was water every day
110,2019-09-04T00: 12: 23.369Z,35 2019,BOL000,type III,Bol√var,IVSS,None,It works every day,Do not,0,Do not,0,Within 3 days,1899-12-30T00: 00: 00.000Z,Do not,8,"Equipment, drugs, human resources, structural Rest (water, O2, suction), lack blood products",6,"Equipment, drugs, human resources, structural Rest (water, O2, suction)",,,,,,"Theft, robbery or shooting inside the hospital.",,,,,,,,nonoperating,Days 3 to 5,Every day,Every day,nonoperating,nonoperating,nonoperating,nonoperating,Between 1 and 2 days,Days 3 to 5,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Every day,Every day,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Every day,Every day,Between 1 and 2 days,Every day,Between 1 and 2 days,Every day,Every day,Every day,Every day,Every day,Days 3 to 5,Days 3 to 5,Every day,Do not,,,,NA,NA,,NA,NA,NA,NA,NA,,,,,,,,,,,,,,300,173,83,S√,Do not,More than 1 year ± o,Lack of inputs,,,,,1899-12-30T12: 00: 00.000Z,1899-12-30T06: 00: 00.000Z,12,12,1,24,6,12,10,0,2,6,2,There was no water any public day,"3 to 5 days, with alternate support",There was water every day
111,2020-01-07T21: 04: 22.983Z,50 2019,BOL000,type IV,Bol√var,ISP BOLIVAR,,It works less than 3 days,Do not,NA,Do not,0,Within 3 days,1899-12-30T00: 00: 00.000Z,Do not,6,"Equipment, drugs",3,"Equipment, drugs",Protests without suspension of activities,,Protests without suspension of activities,,,Violence against hospital staff by relatives,Gillan Barre Syndrome ©,,,,,,,Every day,Every day,Every day,Every day,Less than 3 days,nonoperating,nonoperating,Less than 3 days,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,There were no,There were no,Days 3 to 5,There were no,Between 1 and 2 days,There were no,There were no,There were no,There were no,Between 1 and 2 days,There were no,There were no,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Do not,,,,NA,NA,,NA,NA,NA,NA,NA,,,,,,,,,,,,,,470,290,55,Do not,,,,,,,,1899-12-30T04: 00: 00.000Z,1899-12-30T00: 45: 00.000Z,15,4,3,20,0,11,0,2,3,10,0,"3 to 5 days, with alternate support","3 to 5 days, no alternative support","3 to 5 days, with alternate support"
112,2019-06-07T22: 32: 11.974Z,22 2019,BOL000,type IV,Bol√var,ISP Bolivar State,,It works less than 3 days,Do not,NA,Do not,0,Within 3 days,1899-12-30T00: 00: 00.000Z,Do not,4,"Equipment, drugs",6,"Equipment, medicines, Human Resources",Protests without suspension of activities,,Protests with temporary suspension of activities,,,"Violence against hospital staff by relatives, theft, robbery or shooting inside the hospital.",,,,,,,,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,nonoperating,nonoperating,nonoperating,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Days 3 to 5,There were no,Between 1 and 2 days,There were no,Days 3 to 5,Between 1 and 2 days,There were no,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,There were no,Days 3 to 5,Days 3 to 5,There were no,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,There were no,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,There were no,Days 3 to 5,Days 3 to 5,Do not,,,,NA,NA,,NA,NA,NA,NA,NA,,,,,,,,,,,,,,470,360,50,S√,S√,,,Every day,They served less than 3 meals to the day,No recommendations from the specialist remain as to the menu served,There was not any public day-dairy formulas,1899-12-30T01: 00: 00.000Z,1899-12-30T00: 40: 00.000Z,15,4,3,20,0,11,0,2,5,10,0,"3 to 5 days, no alternative support","3 to 5 days, no alternative support","3 to 5 days, no alternative support"
113,2019-09-21T03: 53: 21.132Z,36 2019,BOL000,type IV,Bol√var,ISP BOLIVAR,,It works less than 3 days,Do not,0,Do not,0,Within 3 days,1899-12-30T00: 10: 00.000Z,Do not,7,"Equipment, medicines, Human Resources",4,"Equipment, medicines, Human Resources",,,Protests without suspension of activities,,Protests without suspension of activities,,,,,,,,,Every day,Every day,Every day,Days 3 to 5,nonoperating,nonoperating,nonoperating,Days 3 to 5,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,There were no,Between 1 and 2 days,There were no,Days 3 to 5,There were no,There were no,Between 1 and 2 days,Between 1 and 2 days,There were no,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,There were no,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,There were no,Between 1 and 2 days,Days 3 to 5,Do not,,,,NA,NA,,NA,NA,NA,NA,NA,,,,,,,,,,,,,,470,250,47,Do not,,,,,,,,1899-12-30T06: 00: 00.000Z,1899-12-30T02: 00: 00.000Z,15,7,3,20,0,11,0,2,2,10,0,"3 to 5 days, no alternative support","3 to 5 days, no alternative support","3 to 5 days, no alternative support"
114,2019-11-06T02: 28: 49.280Z,40 of 2019,BOL000,type IV,Bol√var,ISP BOLIVAR,,It works less than 3 days,Do not,NA,Yes,1,Within 3 days,1899-12-30T00: 05: 00.000Z,Do not,5,"Equipment, medicines, Human Resources",1,"Equipment, medicines, Human Resources",,,,,,Violence against hospital staff by relatives,,,,,,,,Every day,Every day,Every day,Days 3 to 5,Less than 3 days,nonoperating,nonoperating,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,There were no,There were no,There were no,Between 1 and 2 days,Days 3 to 5,Between 1 and 2 days,There were no,Between 1 and 2 days,Days 3 to 5,Between 1 and 2 days,Days 3 to 5,There were no,There were no,There were no,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Days 3 to 5,Between 1 and 2 days,Every day,There were no,There were no,Days 3 to 5,Do not,,,,NA,NA,,NA,NA,NA,NA,NA,,,,,,,,,,,,,,470,270,50,Do not,,,,,,,,1899-12-30T04: 00: 00.000Z,1899-12-30T01: 00: 00.000Z,18,4,3,20,0,11,0,2,4,10,0,"3 to 5 days, no alternative support","3 to 5 days, no alternative support","3 to 5 days, no alternative support"
115,2019-12-18T02: 30: 26.673Z,48 of 2019,BOL000,type IV,Bol√var,BOLA ISP VAR ?? ,,It works less than 3 days,Do not,NA,Do not,0,Within 3 days,1899-12-30T00: 00: 00.000Z,Do not,2,"Equipment, drugs",NA,,,,,,,"Violence against hospital staff by relatives, theft, robbery or shooting inside the hospital.",,,,,,,,Every day,Every day,Every day,Every day,nonoperating,nonoperating,nonoperating,nonoperating,Days 3 to 5,Days 3 to 5,Days 3 to 5,There were no,There were no,There were no,Days 3 to 5,Between 1 and 2 days,Days 3 to 5,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,There were no,There were no,Every day,Every day,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Do not,,,,NA,NA,,NA,NA,NA,NA,NA,,,,,,,,,,,,,,470,280,50,Do not,,,,,,,,1899-12-30T04: 00: 00.000Z,1899-12-30T00: 45: 00.000Z,15,4,3,20,0,11,0,2,3,10,0,"3 to 5 days, with alternate support","3 to 5 days, no alternative support","3 to 5 days, with alternate support"
116,2020-01-07T21: 20: 56.711Z,1 2020,BOL000,type IV,Bol√var,ISP BOLIVAR,,It works less than 3 days,Do not,NA,Do not,0,Within 3 days,1899-12-30T00: 00: 00.000Z,Do not,3,"Equipment, drugs",3,"Equipment, drugs",,,,,,,,,,,,,,Every day,Every day,Every day,Days 3 to 5,Less than 3 days,nonoperating,nonoperating,Days 3 to 5,Days 3 to 5,Days 3 to 5,Between 1 and 2 days,There were no,There were no,There were no,Days 3 to 5,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,Between 1 and 2 days,There were no,There were no,Between 1 and 2 days,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Days 3 to 5,Do not,,,,NA,NA,,NA,NA,NA,NA,NA,,,,,,,,,,,,,,470,290,50,Do not,,,,,,,,1899-12-30T04: 00: 00.000Z,1899-12-30T00: 45: 00.000Z,15,4,3,20,0,11,0,2,3,10,0,"3 to 5 days, with alternate support","3 to 5 days, no alternative support","3 to 5 days, with alternate support"
